Time,Measured,Filtered
18.0,56.0,47.50938344015285
18.25,52.0,48.10113205154367
18.5,48.0,48.08780542917971
18.75,36.0,46.49494129041886
19.0,40.0,45.6390738522603
19.25,56.0,47.00437939129395
19.5,44.0,46.6084788930212
19.75,44.0,46.264747972583265
20.0,40.0,45.439214136468664
20.25,20.0,42.086975207445505
20.5,44.0,42.33906303325101
20.75,68.0,45.72051937053046
21.0,52.0,46.54799459472161
21.25,48.0,46.739331835675614
21.5,48.0,46.90545571334441
21.75,44.0,46.52259083013659
22.0,52.0,47.24437351382181
22.25,48.0,47.34394579263915
22.5,60.0,49.011690612753185
22.75,48.0,48.87837561968076
23.0,44.0,48.235530263852745
23.25,48.0,48.20449338845081
23.5,24.0,45.014959129920406
23.75,72.0,48.57089855578132
24.0,48.0,48.495668701861646
24.25,28.0,45.79486284622901
24.5,72.0,49.24803087417169
24.75,44.0,48.55647439354697
25.0,48.0,48.48314527594346
25.25,56.0,49.47367481415917
25.5,44.0,48.752384223207535
25.75,48.0,48.65323919187032
26.0,56.0,49.62135469467114
26.25,44.0,48.88060366591445
26.5,52.0,49.29166046077666
26.75,56.0,50.175648340004656
27.0,36.0,48.307659810281535
27.25,48.0,48.26711810221449
27.5,56.0,49.28611450649207
27.75,48.0,49.1166374505992
28.0,56.0,50.02368889401851
28.25,60.0,51.338311990467986
28.5,52.0,51.42550557642707
28.75,48.0,50.97411139876498
29.0,36.0,49.00090582362759
29.25,52.0,49.39610986556305
29.5,48.0,49.21213822965916
29.75,44.0,48.52531148319819
30.0,48.0,48.456088841552024
30.25,48.0,48.39598797673632
30.5,44.0,47.81670899630545
30.75,56.0,48.895057821251406
31.0,36.0,47.19581842687166
31.25,60.0,48.88308265192961
31.5,56.0,49.820910654876464
31.75,48.0,49.58096112062026
32.0,44.0,48.84553293362645
32.25,52.0,49.26121115560572
32.5,40.0,48.04081997524637
32.75,36.0,46.45414731924203
33.0,32.0,44.54945973447224
33.25,44.0,44.477054969841674
33.5,52.0,45.468387054908405
33.75,40.0,44.74779325562319
34.0,36.0,43.595057446300146
34.25,44.0,43.648418536202854
34.5,52.0,44.74894374713011
34.75,48.0,45.17734995785028
35.0,32.0,43.44091166712677
35.25,56.0,45.09587886064725
35.5,40.0,44.424372130780185
35.75,44.0,44.36845071867848
36.0,52.0,45.37409407125018
36.25,52.0,46.24721930524764
36.5,52.0,47.005288925349426
36.75,52.0,47.66346432395861
37.0,64.0,49.816202634497124
37.25,52.0,50.10397137227549
37.5,44.0,49.29962378719979
37.75,44.0,48.6012686778678
38.0,48.0,48.52203681724307
38.25,56.0,49.50744144326404
38.5,52.0,49.83589702299994
38.75,52.0,50.12107054319542
39.0,36.0,48.26027397365455
39.25,60.0,49.80727013448728
39.5,52.0,50.09621594770933
39.75,56.0,50.87418395503632
40.0,48.0,50.49543989116404
40.25,64.0,52.274996125715255
40.5,36.0,50.13036715673015
40.75,44.0,49.322541281179575
41.0,52.0,49.67536198155252
41.25,48.0,49.45459204640674
41.5,48.0,49.26291395218916
41.75,52.0,49.623592012165574
42.0,56.0,50.46383978753521
42.25,48.0,50.13916860835508
42.5,60.0,51.43857442679227
42.75,44.0,50.45836023316496
43.0,36.0,48.553117493901254
43.25,48.0,48.48023072996513
43.5,52.0,48.94404645577865
43.75,44.0,48.29254736040805
44.0,40.0,47.199801337094954
44.25,44.0,46.77814921567355
44.5,32.0,44.830766453115395
44.75,64.0,47.35678202082058
45.0,44.0,46.914443853191294
45.25,48.0,47.057492437776354
45.5,28.0,44.54620149536611
45.75,64.0,47.1097154592142
46.0,36.0,45.64573860619576
46.25,44.0,45.4288722756007
46.5,48.0,45.76768126566814
46.75,44.0,45.534746005899116
47.0,44.0,45.33250566624809
47.25,60.0,47.26530694052225
47.5,56.0,48.41631647845677
47.75,32.0,46.25306509506012
48.0,40.0,45.429070763864836
48.25,60.0,47.349147223697585
48.5,36.0,45.85361937710317
48.75,32.0,44.02806604290085
49.0,24.0,41.38887827925585
49.25,40.0,41.205859581796105
49.5,48.0,42.10115382627289
49.75,32.0,40.77007964667457
50.0,36.0,40.141504935159745
50.25,64.0,43.28544544839918
50.5,36.0,42.32540974455533
50.75,52.0,43.60027373620383
51.0,60.0,45.7613389528764
51.25,52.0,46.58343519830666
51.5,40.0,45.71590652225228
51.75,28.0,43.38140235119285
52.0,60.0,45.57130922835844
52.25,36.0,44.310055039190814
52.5,36.0,43.21500195080641
52.75,48.0,43.84554252688814
53.0,52.0,44.92009182865829
53.25,40.0,44.271749341550986
53.5,40.0,43.70884184127478
53.75,48.0,44.27430692812427
54.0,48.0,44.76525815353597
54.25,36.0,43.61022091656842
54.5,40.0,43.134485973081894
54.75,56.0,44.829832249657336
55.0,40.0,44.19338367062564
55.25,36.0,43.113704889856585
55.5,44.0,43.23049595718488
55.75,52.0,44.38609269395686
56.0,40.0,43.80811765915787
56.25,32.0,42.2521092272415
56.5,60.0,44.59082810592118
56.75,36.0,43.45877629581825
57.0,40.0,43.002997886782154
57.25,44.0,43.1343773106313
57.5,48.0,43.77554215584313
57.75,36.0,42.75092421872224
58.0,52.0,43.96971626657598
58.25,48.0,44.500804764611104
58.5,32.0,42.85351785733818
58.75,64.0,45.64008430841266
59.0,28.0,43.31557156930415
59.25,56.0,44.98705538763302
59.5,40.0,44.329888813113314
59.75,48.0,44.81351576515624
60.0,60.0,46.814706657952726
60.25,36.0,45.38960443300758
60.5,44.0,45.20649004702367
60.75,36.0,43.99330971167939
61.0,36.0,42.939995570568364
61.25,60.0,45.18806859176979
61.5,48.0,45.55860935935603
61.75,52.0,46.4074201892803
62.0,40.0,45.563085797539856
62.25,36.0,44.30291524659897
62.5,36.0,43.20880300059032
62.75,52.0,44.36725831519442
63.0,60.0,46.42725454640225
63.25,48.0,46.63450224308815
63.5,52.0,47.34153785978561
63.75,36.0,45.847012733079055
64.0,32.0,44.02232998588355
64.25,44.0,44.01938746385568
64.5,44.0,44.01683269110504
64.75,36.0,42.96041882187634
65.0,48.0,43.62450695453526
65.25,40.0,43.146889475985056
65.5,60.0,45.36769916270432
65.75,52.0,46.24166708237775
66.0,48.0,46.47337046854863
66.25,44.0,46.14744338894087
66.5,32.0,44.28317155166174
66.75,64.0,46.881346146616075
67.0,48.0,47.02875616390291
67.25,36.0,45.575447679016996
67.5,56.0,46.94913752346206
67.75,36.0,45.506320742626166
68.0,72.0,48.99751125299377
68.25,16.0,44.64928173631983
68.5,60.0,46.67211448102317
68.75,36.0,45.26580226444652
69.0,52.0,46.153197593759174
69.25,24.0,43.2339717488959
69.5,52.0,44.38911046506194
69.75,36.0,43.28363988992852
70.0,52.0,44.43223361319402
70.25,40.0,43.848178383273556
70.5,36.0,42.81398884586747
70.75,56.0,44.55156846112957
71.0,64.0,47.11437519591494
71.25,48.0,47.2310779340186
71.5,12.0,42.5885213544512
71.75,0.0,36.97644157652223
