Time,Measured,Filtered
51.75,12.0,13.440861090945972
52.0,12.0,13.250992386089894
52.25,12.0,13.086143528955434
52.5,16.0,13.470115417550542
52.75,12.0,13.276391739346325
53.0,12.0,13.1081958959291
53.25,12.0,12.962163970430522
53.5,12.0,12.83537532434051
53.75,20.0,13.779489935037759
54.0,4.0,12.490802843834725
54.25,16.0,12.953225434959126
54.5,24.0,14.408908285083562
54.75,12.0,14.091475675458732
55.0,4.0,12.761676829042493
55.25,8.0,12.134209394357395
55.5,24.0,13.69781764816046
55.75,12.0,13.474088629475865
56.0,20.0,14.334037133681495
56.25,8.0,13.499372755109928
56.5,20.0,14.355989457091429
56.75,12.0,14.045530197914225
57.0,16.0,14.303079417845428
57.25,28.0,16.107983851584443
57.5,4.0,14.512460711453265
57.75,12.0,14.181382535851977
58.0,16.0,14.421029886117893
58.25,24.0,15.6832935844066
58.5,12.0,15.197929528932798
58.75,4.0,13.722328313737012
59.0,0.0,11.91407578966578
59.25,24.0,13.506692032289516
59.5,24.0,14.88944211555897
59.75,12.0,14.508687415688723
60.0,4.0,13.12391071383171
60.25,28.0,15.084199477153174
60.5,16.0,15.20487860456664
60.75,20.0,15.836753179221674
61.0,0.0,13.74987344170989
61.25,20.0,14.573480548783635
61.5,16.0,14.76145939168284
61.75,12.0,14.397569547265357
62.0,8.0,13.55453321864288
62.25,20.0,14.403881179844156
62.5,4.0,13.032915264041215
62.75,20.0,13.950999154120197
63.0,12.0,13.693907276981061
63.25,12.0,13.470693545381527
63.5,16.0,13.803991559839881
63.75,0.0,11.984977904893846
64.0,12.0,11.986957433496555
64.25,12.0,11.988676110769138
64.5,20.0,13.044364060557825
64.75,16.0,13.433841416407331
65.0,0.0,11.663604099983798
65.25,8.0,11.180834615860443
65.5,0.0,9.707486073753735
